id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,importe,importe_std,medio_pago_efectivo,medio_pago_qr,medio_pago_tarjeta,medio_pago_transferencia,precio,email,alta
50,09-01-2024,Bruno Castro,Carlos Paz,Caramelos Masticables,Limpieza,5,4752.0,23760.0,3.0487529017357233,False,False,False,True,4752.0,bruno.castro@mail.com,08-01-2023
50,09-01-2024,Bruno Castro,Carlos Paz,Chocolate Amargo 100g,Limpieza,3,2234.0,6702.0,-0.1955317132868998,False,False,False,True,2234.0,bruno.castro@mail.com,08-01-2023
50,09-01-2024,Bruno Castro,Carlos Paz,Desodorante Aerosol,Alimentos,4,4690.0,18760.0,2.097795985619349,False,False,False,True,4690.0,bruno.castro@mail.com,08-01-2023
51,18-02-2024,Santiago Diaz,Alta Gracia,Mix de Frutos Secos 200g,Alimentos,1,3409.0,3409.0,-0.821831938241144,True,False,False,False,3409.0,santiago.diaz@mail.com,08-02-2023
52,10-05-2024,Agustina Flores,Cordoba,Queso Untable 190g,Alimentos,2,1830.0,3660.0,-0.774093901052102,False,False,True,False,1830.0,agustina.flores@mail.com,05-01-2023
52,10-05-2024,Agustina Flores,Cordoba,Yerba Mate Suave 1kg,Alimentos,4,3878.0,15512.0,1.4800543729101518,False,False,True,False,3878.0,agustina.flores@mail.com,05-01-2023
52,10-05-2024,Agustina Flores,Cordoba,Aceitunas Verdes 200g,Alimentos,5,2520.0,12600.0,0.9262170649639755,False,False,True,False,2520.0,agustina.flores@mail.com,05-01-2023
52,10-05-2024,Agustina Flores,Cordoba,Mermelada de Frutilla 400g,Limpieza,3,1584.0,4752.0,-0.5664049105722858,False,False,True,False,1584.0,agustina.flores@mail.com,05-01-2023
53,25-01-2024,Bruno Diaz,Rio Cuarto,Papas Fritas Clásicas 100g,Limpieza,1,936.0,936.0,-1.2921752289523027,False,False,True,False,936.0,bruno.diaz@mail.com,25-02-2023
54,26-03-2024,Mariana Lopez,Carlos Paz,Cerveza Rubia 1L,Alimentos,1,2423.0,2423.0,-1.009360642099293,False,False,True,False,2423.0,mariana.lopez@mail.com,01-01-2023
54,26-03-2024,Mariana Lopez,Carlos Paz,Queso Rallado 150g,Limpieza,2,3444.0,6888.0,-0.16015611600737067,False,False,True,False,3444.0,mariana.lopez@mail.com,01-01-2023
54,26-03-2024,Mariana Lopez,Carlos Paz,Desodorante Aerosol,Alimentos,3,4690.0,14070.0,1.2057983983021896,False,False,True,False,4690.0,mariana.lopez@mail.com,01-01-2023
54,26-03-2024,Mariana Lopez,Carlos Paz,Energética Nitro 500ml,Limpieza,3,4218.0,12654.0,0.9364873996580323,False,False,True,False,4218.0,mariana.lopez@mail.com,01-01-2023
55,04-01-2024,Agustina Lopez,Cordoba,Helado Vainilla 1L,Alimentos,4,469.0,1876.0,-1.1133953287224243,False,True,False,False,469.0,agustina.lopez@mail.com,10-04-2023
56,14-06-2024,Tomas Ruiz,Cordoba,Queso Rallado 150g,Limpieza,5,3444.0,17220.0,1.8049012554555053,False,True,False,False,3444.0,tomas.ruiz@mail.com,15-01-2023
57,10-01-2024,Bruno Castro,Villa Maria,Mix de Frutos Secos 200g,Alimentos,3,3409.0,10227.0,0.47489291257514415,True,False,False,False,3409.0,bruno.castro2@mail.com,03-02-2023
57,10-01-2024,Bruno Castro,Villa Maria,Aceite de Girasol 1L,Alimentos,4,860.0,3440.0,-0.8159360053612225,True,False,False,False,860.0,bruno.castro2@mail.com,03-02-2023
57,10-01-2024,Bruno Castro,Villa Maria,Yerba Mate Suave 1kg,Alimentos,5,3878.0,19390.0,2.217616557050012,True,False,False,False,3878.0,bruno.castro2@mail.com,03-02-2023
57,10-01-2024,Bruno Castro,Villa Maria,Pizza Congelada Muzzarella,Limpieza,3,4286.0,12858.0,0.9752864418355803,True,False,False,False,4286.0,bruno.castro2@mail.com,03-02-2023
57,10-01-2024,Bruno Castro,Villa Maria,Desengrasante 500ml,Limpieza,4,2843.0,11372.0,0.6926620463657939,True,False,False,False,2843.0,bruno.castro2@mail.com,03-02-2023
58,04-02-2024,Rocio Alvarez,Cordoba,Salsa de Tomate 500g,Alimentos,2,887.0,1774.0,-1.1327948498111984,False,False,False,True,887.0,rocio.alvarez@mail.com,17-02-2023
58,04-02-2024,Rocio Alvarez,Cordoba,Café Molido 250g,Alimentos,1,2053.0,2053.0,-1.0797314538919047,False,False,False,True,2053.0,rocio.alvarez@mail.com,17-02-2023
59,28-04-2024,Guadalupe Romero,Carlos Paz,Mix de Frutos Secos 200g,Alimentos,1,3409.0,3409.0,-0.821831938241144,False,False,True,False,3409.0,guadalupe.romero@mail.com,03-03-2023
59,28-04-2024,Guadalupe Romero,Carlos Paz,Energética Nitro 500ml,Limpieza,2,4218.0,8436.0,0.13426014522225885,False,False,True,False,4218.0,guadalupe.romero@mail.com,03-03-2023
59,28-04-2024,Guadalupe Romero,Carlos Paz,Limpiavidrios 500ml,Alimentos,5,872.0,4360.0,-0.6409599327958095,False,False,True,False,872.0,guadalupe.romero@mail.com,03-03-2023
60,04-04-2024,Camila Ruiz,Carlos Paz,Salsa de Tomate 500g,Alimentos,1,887.0,887.0,-1.3014946067302433,False,False,False,True,887.0,camila.ruiz@mail.com,22-03-2023
60,04-04-2024,Camila Ruiz,Carlos Paz,Desengrasante 500ml,Limpieza,3,2843.0,8529.0,0.1519479438620234,False,False,False,True,2843.0,camila.ruiz@mail.com,22-03-2023
60,04-04-2024,Camila Ruiz,Carlos Paz,Leche Descremada 1L,Alimentos,1,2538.0,2538.0,-0.9874886330286164,False,False,False,True,2538.0,camila.ruiz@mail.com,22-03-2023
60,04-04-2024,Camila Ruiz,Carlos Paz,Pan Lactal Integral,Alimentos,2,272.0,544.0,-1.3667302511758266,False,False,False,True,272.0,camila.ruiz@mail.com,22-03-2023
60,04-04-2024,Camila Ruiz,Carlos Paz,Desodorante Aerosol,Alimentos,4,4690.0,18760.0,2.097795985619349,False,False,False,True,4690.0,camila.ruiz@mail.com,22-03-2023
61,01-06-2024,Tomas Castro,Rio Cuarto,Yerba Mate Suave 1kg,Alimentos,3,3878.0,11634.0,0.7424921887702919,True,False,False,False,3878.0,tomas.castro@mail.com,27-01-2023
61,01-06-2024,Tomas Castro,Rio Cuarto,Manteca 200g,Alimentos,3,3251.0,9753.0,0.3847421969273119,True,False,False,False,3251.0,tomas.castro@mail.com,27-01-2023
62,01-05-2024,Agustina Lopez,Cordoba,Garbanzos 500g,Alimentos,4,2939.0,11756.0,0.7656955375235315,False,False,False,True,2939.0,agustina.lopez@mail.com,10-04-2023
62,01-05-2024,Agustina Lopez,Cordoba,Mascarilla Capilar,Alimentos,3,1581.0,4743.0,-0.5681166330212953,False,False,False,True,1581.0,agustina.lopez@mail.com,10-04-2023
63,19-06-2024,Karina Castro,Rio Cuarto,Energética Nitro 500ml,Limpieza,5,4218.0,21090.0,2.5409419085295792,False,False,True,False,4218.0,karina.castro@mail.com,25-01-2023
63,19-06-2024,Karina Castro,Rio Cuarto,Pepsi 1.5L,Limpieza,2,4973.0,9946.0,0.4214491338894039,False,False,True,False,4973.0,karina.castro@mail.com,25-01-2023
63,19-06-2024,Karina Castro,Rio Cuarto,Fernet 750ml,Limpieza,3,4061.0,12183.0,0.8469072581598698,False,False,True,False,4061.0,karina.castro@mail.com,25-01-2023
63,19-06-2024,Karina Castro,Rio Cuarto,Fideos Spaghetti 500g,Alimentos,4,745.0,2980.0,-0.9034240416439289,False,False,True,False,745.0,karina.castro@mail.com,25-01-2023
64,07-03-2024,Karina Acosta,Rio Cuarto,Fanta Naranja 1.5L,Limpieza,2,2033.0,4066.0,-0.6968761994634524,False,True,False,False,2033.0,karina.acosta2@mail.com,27-02-2023
64,07-03-2024,Karina Acosta,Rio Cuarto,Aceite de Girasol 1L,Alimentos,2,860.0,1720.0,-1.1430651845052553,False,True,False,False,860.0,karina.acosta2@mail.com,27-02-2023
65,30-04-2024,Ivana Medina,Alta Gracia,Empanadas Congeladas,Alimentos,4,4778.0,19112.0,2.1647433525139417,False,True,False,False,4778.0,ivana.medina@mail.com,30-01-2023
65,30-04-2024,Ivana Medina,Alta Gracia,Medialunas de Manteca,Limpieza,3,2069.0,6207.0,-0.28967644798242087,False,True,False,False,2069.0,ivana.medina@mail.com,30-01-2023
65,30-04-2024,Ivana Medina,Alta Gracia,Mermelada de Frutilla 400g,Limpieza,5,1584.0,7920.0,0.036121391479049,False,True,False,False,1584.0,ivana.medina@mail.com,30-01-2023
65,30-04-2024,Ivana Medina,Alta Gracia,Dulce de Leche 400g,Limpieza,4,2559.0,10236.0,0.4766046350241536,False,True,False,False,2559.0,ivana.medina@mail.com,30-01-2023
66,14-03-2024,Felipe Flores,Rio Cuarto,Yogur Natural 200g,Limpieza,3,4613.0,13839.0,1.161864188777613,False,True,False,False,4613.0,felipe.flores@mail.com,10-03-2023
67,21-03-2024,Tomas Herrera,Villa Maria,Lavandina 1L,Alimentos,1,1664.0,1664.0,-1.1537159019657586,True,False,False,False,1664.0,tomas.herrera@mail.com,07-03-2023
67,21-03-2024,Tomas Herrera,Villa Maria,Energética Nitro 500ml,Limpieza,2,4218.0,8436.0,0.13426014522225885,True,False,False,False,4218.0,tomas.herrera@mail.com,07-03-2023
68,28-06-2024,Tomas Castro,Rio Cuarto,Hilo Dental,Limpieza,4,1418.0,5672.0,-0.39142883800687295,False,True,False,False,1418.0,tomas.castro@mail.com,27-01-2023
69,06-01-2024,Tomas Flores,Alta Gracia,Pizza Congelada Muzzarella,Limpieza,4,4286.0,17144.0,1.7904467103305366,False,True,False,False,4286.0,tomas.flores@mail.com,11-02-2023
69,06-01-2024,Tomas Flores,Alta Gracia,Whisky 750ml,Limpieza,3,2953.0,8859.0,0.21471110032570412,False,True,False,False,2953.0,tomas.flores@mail.com,11-02-2023
70,02-02-2024,Elena Rodriguez,Alta Gracia,Cerveza Negra 1L,Limpieza,3,1533.0,4599.0,-0.5955041922054469,False,False,False,True,1533.0,elena.rodriguez2@mail.com,10-02-2023
70,02-02-2024,Elena Rodriguez,Alta Gracia,Caldo Concentrado Verdura,Alimentos,4,1003.0,4012.0,-0.7071465341575093,False,False,False,True,1003.0,elena.rodriguez2@mail.com,10-02-2023
70,02-02-2024,Elena Rodriguez,Alta Gracia,Mermelada de Frutilla 400g,Limpieza,3,1584.0,4752.0,-0.5664049105722858,False,False,False,True,1584.0,elena.rodriguez2@mail.com,10-02-2023
71,02-06-2024,Felipe Diaz,Rio Cuarto,Café Molido 250g,Alimentos,3,2053.0,6159.0,-0.2988056343771381,False,True,False,False,2053.0,felipe.diaz@mail.com,09-02-2023
71,02-06-2024,Felipe Diaz,Rio Cuarto,Hamburguesas Congeladas x4,Alimentos,4,2420.0,9680.0,0.3708582259520128,False,True,False,False,2420.0,felipe.diaz@mail.com,09-02-2023
71,02-06-2024,Felipe Diaz,Rio Cuarto,Trapo de Piso,Limpieza,4,4854.0,19416.0,2.222561533013817,False,True,False,False,4854.0,felipe.diaz@mail.com,09-02-2023
71,02-06-2024,Felipe Diaz,Rio Cuarto,Crema Dental 90g,Limpieza,1,2512.0,2512.0,-0.9924336089924215,False,True,False,False,2512.0,felipe.diaz@mail.com,09-02-2023
72,17-02-2024,Camila Sanchez,Alta Gracia,Hilo Dental,Limpieza,3,1418.0,4254.0,-0.6611202194174767,False,True,False,False,1418.0,camila.sanchez@mail.com,26-01-2023
72,17-02-2024,Camila Sanchez,Alta Gracia,Aceite de Girasol 1L,Alimentos,4,860.0,3440.0,-0.8159360053612225,False,True,False,False,860.0,camila.sanchez@mail.com,26-01-2023
72,17-02-2024,Camila Sanchez,Alta Gracia,Sal Fina 500g,Alimentos,2,1745.0,3490.0,-0.8064264362000587,False,True,False,False,1745.0,camila.sanchez@mail.com,26-01-2023
73,16-05-2024,Tomas Flores,Alta Gracia,Papas Fritas Clásicas 100g,Limpieza,1,936.0,936.0,-1.2921752289523027,False,False,False,True,936.0,tomas.flores@mail.com,11-02-2023
73,16-05-2024,Tomas Flores,Alta Gracia,Galletitas Chocolate,Limpieza,3,1305.0,3915.0,-0.7255950983301669,False,False,False,True,1305.0,tomas.flores@mail.com,11-02-2023
73,16-05-2024,Tomas Flores,Alta Gracia,Manteca 200g,Alimentos,1,3251.0,3251.0,-0.8518821767904214,False,False,False,True,3251.0,tomas.flores@mail.com,11-02-2023
74,26-04-2024,Bruno Diaz,Rio Cuarto,Chocolate Amargo 100g,Limpieza,3,2234.0,6702.0,-0.1955317132868998,True,False,False,False,2234.0,bruno.diaz@mail.com,25-02-2023
74,26-04-2024,Bruno Diaz,Rio Cuarto,Leche Entera 1L,Limpieza,2,1723.0,3446.0,-0.8147948570618828,True,False,False,False,1723.0,bruno.diaz@mail.com,25-02-2023
74,26-04-2024,Bruno Diaz,Rio Cuarto,Shampoo 400ml,Alimentos,2,1407.0,2814.0,-0.9349958112589926,True,False,False,False,1407.0,bruno.diaz@mail.com,25-02-2023
75,23-05-2024,Guadalupe Martinez,Rio Cuarto,Sprite 1.5L,Alimentos,4,4964.0,19856.0,2.306245741632058,False,True,False,False,4964.0,guadalupe.martinez@mail.com,02-03-2023
75,23-05-2024,Guadalupe Martinez,Rio Cuarto,Pepsi 1.5L,Limpieza,5,4973.0,24865.0,3.258914380197442,False,True,False,False,4973.0,guadalupe.martinez@mail.com,02-03-2023
76,15-05-2024,Santiago Castro,Rio Cuarto,Medialunas de Manteca,Limpieza,4,2069.0,8276.0,0.10382952390653485,False,False,True,False,2069.0,santiago.castro@mail.com,16-03-2023
76,15-05-2024,Santiago Castro,Rio Cuarto,Bizcochos Salados,Alimentos,4,2380.0,9520.0,0.3404276046362888,False,False,True,False,2380.0,santiago.castro@mail.com,16-03-2023
76,15-05-2024,Santiago Castro,Rio Cuarto,Galletitas Chocolate,Limpieza,1,1305.0,1305.0,-1.2219946085429143,False,False,True,False,1305.0,santiago.castro@mail.com,16-03-2023
76,15-05-2024,Santiago Castro,Rio Cuarto,Café Molido 250g,Alimentos,2,2053.0,4106.0,-0.6892685441345214,False,False,True,False,2053.0,santiago.castro@mail.com,16-03-2023
77,26-05-2024,Olivia Ruiz,Mendiolaza,Lavandina 1L,Alimentos,2,1664.0,3328.0,-0.8372374402822292,False,False,True,False,1664.0,olivia.ruiz@mail.com,24-02-2023
77,26-05-2024,Olivia Ruiz,Mendiolaza,Aceite de Girasol 1L,Alimentos,1,860.0,860.0,-1.3066297740772717,False,False,True,False,860.0,olivia.ruiz@mail.com,24-02-2023
77,26-05-2024,Olivia Ruiz,Mendiolaza,Turrón 50g,Limpieza,5,503.0,2515.0,-0.9918630348427517,False,False,True,False,503.0,olivia.ruiz@mail.com,24-02-2023
77,26-05-2024,Olivia Ruiz,Mendiolaza,Desengrasante 500ml,Limpieza,2,2843.0,5686.0,-0.3887661586417471,False,False,True,False,2843.0,olivia.ruiz@mail.com,24-02-2023
77,26-05-2024,Olivia Ruiz,Mendiolaza,Helado Vainilla 1L,Alimentos,2,469.0,938.0,-1.2917948461858562,False,False,True,False,469.0,olivia.ruiz@mail.com,24-02-2023
78,29-04-2024,Gael Gomez,Alta Gracia,Mermelada de Durazno 400g,Alimentos,3,3196.0,9588.0,0.35336061869547153,False,True,False,False,3196.0,gael.gomez@mail.com,12-01-2023
78,29-04-2024,Gael Gomez,Alta Gracia,Hamburguesas Congeladas x4,Alimentos,5,2420.0,12100.0,0.831121373352338,False,True,False,False,2420.0,gael.gomez@mail.com,12-01-2023
78,29-04-2024,Gael Gomez,Alta Gracia,Queso Cremoso 500g,Alimentos,2,4834.0,9668.0,0.3685759293533335,False,True,False,False,4834.0,gael.gomez@mail.com,12-01-2023
78,29-04-2024,Gael Gomez,Alta Gracia,Jugo en Polvo Naranja,Alimentos,1,1856.0,1856.0,-1.11719915638689,False,True,False,False,1856.0,gael.gomez@mail.com,12-01-2023
78,29-04-2024,Gael Gomez,Alta Gracia,Helado Vainilla 1L,Alimentos,2,469.0,938.0,-1.2917948461858562,False,True,False,False,469.0,gael.gomez@mail.com,12-01-2023
79,06-06-2024,Julian Acosta,Rio Cuarto,Aceitunas Verdes 200g,Alimentos,2,2520.0,5040.0,-0.5116297922039826,False,True,False,False,2520.0,julian.acosta@mail.com,26-02-2023
79,06-06-2024,Julian Acosta,Rio Cuarto,Papel Higiénico x4,Limpieza,2,2532.0,5064.0,-0.5070651990066241,False,True,False,False,2532.0,julian.acosta@mail.com,26-02-2023
80,25-03-2024,Uma Herrera,Alta Gracia,Helado Vainilla 1L,Alimentos,5,469.0,2345.0,-1.0241955699907084,True,False,False,False,469.0,uma.herrera@mail.com,23-02-2023
80,25-03-2024,Uma Herrera,Alta Gracia,Maní Salado 200g,Limpieza,3,4875.0,14625.0,1.3113546159911071,True,False,False,False,4875.0,uma.herrera@mail.com,23-02-2023
80,25-03-2024,Uma Herrera,Alta Gracia,Aceite de Girasol 1L,Alimentos,5,860.0,4300.0,-0.6523714157892061,True,False,False,False,860.0,uma.herrera@mail.com,23-02-2023
81,09-03-2024,Olivia Gomez,Rio Cuarto,Yerba Mate Intensa 1kg,Limpieza,2,4883.0,9766.0,0.38721468490921446,False,False,False,True,4883.0,olivia.gomez@mail.com,18-02-2023
82,25-01-2024,Uma Silva,Mendiolaza,Mermelada de Frutilla 400g,Limpieza,1,1584.0,1584.0,-1.1689312126236207,False,False,True,False,1584.0,uma.silva@mail.com,19-01-2023
82,25-01-2024,Uma Silva,Mendiolaza,Papas Fritas Clásicas 100g,Limpieza,2,936.0,1872.0,-1.1141560942553175,False,False,True,False,936.0,uma.silva@mail.com,19-01-2023
82,25-01-2024,Uma Silva,Mendiolaza,Papas Fritas Onduladas 100g,Alimentos,5,1868.0,9340.0,0.30619315565609934,False,False,True,False,1868.0,uma.silva@mail.com,19-01-2023
82,25-01-2024,Uma Silva,Mendiolaza,Aceitunas Negras 200g,Limpieza,2,2394.0,4788.0,-0.5595580207762479,False,False,True,False,2394.0,uma.silva@mail.com,19-01-2023
83,28-05-2024,Uma Sanchez,Mendiolaza,Agua Mineral 500ml,Alimentos,2,4777.0,9554.0,0.34689411166588013,True,False,False,False,4777.0,uma.sanchez@mail.com,01-04-2023
83,28-05-2024,Uma Sanchez,Mendiolaza,Alfajor Triple,Limpieza,2,1001.0,2002.0,-1.0894312144362917,True,False,False,False,1001.0,uma.sanchez@mail.com,01-04-2023
83,28-05-2024,Uma Sanchez,Mendiolaza,Gin 700ml,Alimentos,5,1561.0,7805.0,0.01424938240837239,True,False,False,False,1561.0,uma.sanchez@mail.com,01-04-2023
83,28-05-2024,Uma Sanchez,Mendiolaza,Sal Fina 500g,Alimentos,2,1745.0,3490.0,-0.8064264362000587,True,False,False,False,1745.0,uma.sanchez@mail.com,01-04-2023
84,02-01-2024,Camila Rodriguez,Cordoba,Queso Untable 190g,Alimentos,5,1830.0,9150.0,0.2700567928436771,True,False,False,False,1830.0,camila.rodriguez@mail.com,13-03-2023
84,02-01-2024,Camila Rodriguez,Cordoba,Pizza Congelada Muzzarella,Limpieza,4,4286.0,17144.0,1.7904467103305366,True,False,False,False,4286.0,camila.rodriguez@mail.com,13-03-2023
85,23-01-2024,Tomas Flores,Alta Gracia,Chocolate Amargo 100g,Limpieza,4,2234.0,8936.0,0.2293558368338963,False,False,False,True,2234.0,tomas.flores@mail.com,11-02-2023
85,23-01-2024,Tomas Flores,Alta Gracia,Helado de Frutilla 1L,Limpieza,2,1981.0,3962.0,-0.716656103318673,False,False,False,True,1981.0,tomas.flores@mail.com,11-02-2023
86,10-01-2024,Felipe Diaz,Rio Cuarto,Cerveza Negra 1L,Limpieza,2,1533.0,3066.0,-0.8870675826867273,True,False,False,False,1533.0,felipe.diaz@mail.com,09-02-2023
86,10-01-2024,Felipe Diaz,Rio Cuarto,Coca Cola 1.5L,Alimentos,4,2347.0,9388.0,0.31532234205081655,True,False,False,False,2347.0,felipe.diaz@mail.com,09-02-2023
86,10-01-2024,Felipe Diaz,Rio Cuarto,Té Verde 20 saquitos,Alimentos,5,2383.0,11915.0,0.7959359674560321,True,False,False,False,2383.0,felipe.diaz@mail.com,09-02-2023
86,10-01-2024,Felipe Diaz,Rio Cuarto,Aceite de Girasol 1L,Alimentos,3,860.0,2580.0,-0.9795005949332388,True,False,False,False,860.0,felipe.diaz@mail.com,09-02-2023
87,20-04-2024,Agustina Lopez,Cordoba,Lavandina 1L,Alimentos,2,1664.0,3328.0,-0.8372374402822292,False,True,False,False,1664.0,agustina.lopez@mail.com,10-04-2023
87,20-04-2024,Agustina Lopez,Cordoba,Jugo en Polvo Limón,Limpieza,2,4090.0,8180.0,0.08557115111710047,False,True,False,False,4090.0,agustina.lopez@mail.com,10-04-2023
88,21-06-2024,Martina Perez,Mendiolaza,Jugo de Manzana 1L,Alimentos,5,3269.0,16345.0,1.6384837951351399,True,False,False,False,3269.0,martina.perez@mail.com,06-02-2023
88,21-06-2024,Martina Perez,Mendiolaza,Lavandina 1L,Alimentos,5,1664.0,8320.0,0.11219794476835895,True,False,False,False,1664.0,martina.perez@mail.com,06-02-2023
88,21-06-2024,Martina Perez,Mendiolaza,Energética Nitro 500ml,Limpieza,4,4218.0,16872.0,1.7387146540938057,True,False,False,False,4218.0,martina.perez@mail.com,06-02-2023
89,18-01-2024,Pablo Gomez,Villa Maria,Ron 700ml,Limpieza,2,3876.0,7752.0,0.004169239097538821,False,False,True,False,3876.0,pablo.gomez@mail.com,17-01-2023
90,08-01-2024,Agustina Martinez,Alta Gracia,Hamburguesas Congeladas x4,Alimentos,4,2420.0,9680.0,0.3708582259520128,False,True,False,False,2420.0,agustina.martinez@mail.com,15-02-2023
90,08-01-2024,Agustina Martinez,Alta Gracia,Jugo de Naranja 1L,Limpieza,2,4170.0,8340.0,0.11600177243282445,False,True,False,False,4170.0,agustina.martinez@mail.com,15-02-2023
91,19-02-2024,Santiago Diaz,Alta Gracia,Servilletas x100,Alimentos,3,4520.0,13560.0,1.1088007928583192,True,False,False,False,4520.0,santiago.diaz@mail.com,08-02-2023
92,09-02-2024,Tomas Flores,Alta Gracia,Yerba Mate Intensa 1kg,Limpieza,2,4883.0,9766.0,0.38721468490921446,False,False,False,True,4883.0,tomas.flores@mail.com,11-02-2023
92,09-02-2024,Tomas Flores,Alta Gracia,Salsa de Tomate 500g,Alimentos,4,887.0,3548.0,-0.7953953359731087,False,False,False,True,887.0,tomas.flores@mail.com,11-02-2023
93,29-01-2024,Guadalupe Ruiz,Rio Cuarto,Helado de Frutilla 1L,Limpieza,4,1981.0,7924.0,0.0368821570119421,True,False,False,False,1981.0,guadalupe.ruiz@mail.com,31-03-2023
93,29-01-2024,Guadalupe Ruiz,Rio Cuarto,Cerveza Negra 1L,Limpieza,3,1533.0,4599.0,-0.5955041922054469,True,False,False,False,1533.0,guadalupe.ruiz@mail.com,31-03-2023
93,29-01-2024,Guadalupe Ruiz,Rio Cuarto,Desodorante Aerosol,Alimentos,3,4690.0,14070.0,1.2057983983021896,True,False,False,False,4690.0,guadalupe.ruiz@mail.com,31-03-2023
94,06-03-2024,Elena Rodriguez,Alta Gracia,Galletitas Chocolate,Limpieza,1,1305.0,1305.0,-1.2219946085429143,False,True,False,False,1305.0,elena.rodriguez2@mail.com,10-02-2023
94,06-03-2024,Elena Rodriguez,Alta Gracia,Jugo en Polvo Limón,Limpieza,5,4090.0,20450.0,2.419219423266683,False,True,False,False,4090.0,elena.rodriguez2@mail.com,10-02-2023
94,06-03-2024,Elena Rodriguez,Alta Gracia,Desengrasante 500ml,Limpieza,2,2843.0,5686.0,-0.3887661586417471,False,True,False,False,2843.0,elena.rodriguez2@mail.com,10-02-2023
95,25-02-2024,Camila Sanchez,Alta Gracia,Ron 700ml,Limpieza,5,3876.0,19380.0,2.2157146432177792,False,True,False,False,3876.0,camila.sanchez@mail.com,26-01-2023
95,25-02-2024,Camila Sanchez,Alta Gracia,Té Negro 20 saquitos,Limpieza,1,570.0,570.0,-1.3617852752120214,False,True,False,False,570.0,camila.sanchez@mail.com,26-01-2023
96,23-02-2024,Franco Gomez,Rio Cuarto,Aceitunas Verdes 200g,Alimentos,3,2520.0,7560.0,-0.03234750648132995,False,False,True,False,2520.0,franco.gomez@mail.com,24-03-2023
96,23-02-2024,Franco Gomez,Rio Cuarto,Vino Blanco 750ml,Limpieza,1,2684.0,2684.0,-0.9597206910780183,False,False,True,False,2684.0,franco.gomez@mail.com,24-03-2023
96,23-02-2024,Franco Gomez,Rio Cuarto,Café Molido 250g,Alimentos,2,2053.0,4106.0,-0.6892685441345214,False,False,True,False,2053.0,franco.gomez@mail.com,24-03-2023
96,23-02-2024,Franco Gomez,Rio Cuarto,Azúcar 1kg,Limpieza,3,727.0,2181.0,-1.0553869568393255,False,False,True,False,727.0,franco.gomez@mail.com,24-03-2023
97,16-06-2024,Santiago Diaz,Alta Gracia,Chicle Menta,Alimentos,5,3612.0,18060.0,1.9646620173630562,True,False,False,False,3612.0,santiago.diaz@mail.com,08-02-2023
97,16-06-2024,Santiago Diaz,Alta Gracia,Dulce de Leche 400g,Limpieza,1,2559.0,2559.0,-0.9834946139809276,True,False,False,False,2559.0,santiago.diaz@mail.com,08-02-2023
97,16-06-2024,Santiago Diaz,Alta Gracia,Fanta Naranja 1.5L,Limpieza,3,2033.0,6099.0,-0.31021711737053453,True,False,False,False,2033.0,santiago.diaz@mail.com,08-02-2023
98,12-01-2024,Lucas Perez,Mendiolaza,Papas Fritas Clásicas 100g,Limpieza,4,936.0,3744.0,-0.7581178248613469,False,False,False,True,936.0,lucas.perez@mail.com,12-02-2023
98,12-01-2024,Lucas Perez,Mendiolaza,Miel Pura 250g,Alimentos,1,4982.0,4982.0,-0.5226608924309326,False,False,False,True,4982.0,lucas.perez@mail.com,12-02-2023
98,12-01-2024,Lucas Perez,Mendiolaza,Papas Fritas Onduladas 100g,Alimentos,1,1868.0,1868.0,-1.1149168597882106,False,False,False,True,1868.0,lucas.perez@mail.com,12-02-2023
98,12-01-2024,Lucas Perez,Mendiolaza,Queso Untable 190g,Alimentos,3,1830.0,5490.0,-0.42604366975350894,False,False,False,True,1830.0,lucas.perez@mail.com,12-02-2023
99,13-03-2024,Agustina Gomez,Rio Cuarto,Helado Chocolate 1L,Limpieza,5,1215.0,6075.0,-0.31478171056789317,False,False,False,True,1215.0,agustina.gomez@mail.com,20-02-2023
100,08-06-2024,Felipe Flores,Rio Cuarto,Té Verde 20 saquitos,Alimentos,3,2383.0,7149.0,-0.11051616498609593,False,True,False,False,2383.0,felipe.flores@mail.com,10-03-2023
100,08-06-2024,Felipe Flores,Rio Cuarto,Queso Rallado 150g,Limpieza,4,3444.0,13776.0,1.1498821316345467,False,True,False,False,3444.0,felipe.flores@mail.com,10-03-2023
100,08-06-2024,Felipe Flores,Rio Cuarto,Caramelos Masticables,Limpieza,2,4752.0,9504.0,0.3373845425047164,False,True,False,False,4752.0,felipe.flores@mail.com,10-03-2023
100,08-06-2024,Felipe Flores,Rio Cuarto,Servilletas x100,Alimentos,1,4520.0,4520.0,-0.6105293114800856,False,True,False,False,4520.0,felipe.flores@mail.com,10-03-2023
100,08-06-2024,Felipe Flores,Rio Cuarto,Yerba Mate Suave 1kg,Alimentos,4,3878.0,15512.0,1.4800543729101518,False,True,False,False,3878.0,felipe.flores@mail.com,10-03-2023
101,28-03-2024,Camila Rodriguez,Cordoba,Turrón 50g,Limpieza,4,503.0,2012.0,-1.087529300604059,True,False,False,False,503.0,camila.rodriguez@mail.com,13-03-2023
102,29-03-2024,Ivana Torres,Carlos Paz,Verduras Congeladas Mix,Limpieza,3,4289.0,12867.0,0.9769981642845899,True,False,False,False,4289.0,ivana.torres@mail.com,18-01-2023
